AxIS Spike File,C:\Users\zzh20\OneDrive - University of Cambridge\Deane Lab\Experiment data\20250625_MEA_LGI2 KD neurons\Plate 2\20250925_LGI2 KD_Plate 2_D19N(000).spk
File Type,24-well

Analysis Start,0.000000
Analysis End,442.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),500.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,
Treatment/ID,SCRM_Batch 3,LGI2 KD4_Batch 3,LGI2 KD5_Batch 3,,,,SCRM_Batch 3,LGI2 KD4_Batch 3,LGI2 KD5_Batch 3,,,,SCRM_Batch 3,LGI2 KD4_Batch 3,LGI2 KD5_Batch 3,,,,SCRM_Batch 3,LGI2 KD4_Batch 3,LGI2 KD5_Batch 3,,,
    Burst Duration - Std (sec),0.080654, ,0.048740, , , ,0.071907,0.019598,0.024409, , , ,0.104234,0.059609,0.116931, , , ,0.049819,0.052117,0.259492, , , 
    Number of Spikes per Burst - Avg,6.623656,5.250000,5.307692, , , ,5.568182,5.045455,7.500000, , , ,7.092546,7.051401,5.250000, ,5.680000, ,5.809524,5.597756,9.090909, , , 
    Number of Spikes per Burst - Std,1.037063, ,0.435143, , , ,0.096424,0.064282,2.121320, , , ,2.678473,1.589190,0.500000, , , ,1.053016,0.554487,5.076888, , , 
    Mean ISI within Burst - Avg (sec),0.060287,0.044259,0.051802, , , ,0.058783,0.047690,0.048926, , , ,0.057677,0.053885,0.049631, ,0.050302, ,0.065347,0.059088,0.061274, , , 
    Mean ISI within Burst - Std (sec),0.018095, ,0.016911, , , ,0.014506,0.004031,0.012177, , , ,0.008497,0.005747,0.021876, , , ,0.017138,0.007887,0.006126, , , 
    Median ISI within Burst - Avg (sec),0.062898,0.042500,0.055971, , , ,0.059624,0.048787,0.045950, , , ,0.057439,0.053876,0.048170, ,0.048323, ,0.067885,0.063751,0.061827, , , 
    Median ISI within Burst - Std (sec),0.021634, ,0.032116, , , ,0.015923,0.006205,0.019757, , , ,0.009011,0.007016,0.024563, , , ,0.020041,0.007280,0.005802, , , 
    Median/Mean ISI within Burst - Avg,1.031130,0.969235,1.032145, , , ,1.011789,1.022540,0.913813, , , ,0.993956,0.987161,0.952950, ,0.944310, ,1.014312,1.077104,1.007143, , , 
    Median/Mean ISI within Burst - Std,0.059618, ,0.285469, , , ,0.019721,0.045754,0.178670, , , ,0.021369,0.032292,0.109196, , , ,0.102501,0.031130,0.023422, , , 
    Inter-Burst Interval - Avg (sec),41.773983,78.328800,24.638280, , , ,32.279658,29.709408,49.743067, , , ,33.929504,25.088321,84.919380, ,10.295803, ,72.741120,52.384883,31.483087, , , 
    Inter-Burst Interval - Std (sec),43.069616,0.000000,0.000000, , , ,2.167834,0.000000,33.379438, , , ,36.570778,22.132323,64.568268, ,0.000000, ,33.519464,27.292795,21.012961, , , 
    Burst Frequency - Avg (Hz),0.020362,0.009050,0.015837, , , ,0.021493,0.013575,0.006787, , , ,0.045814,0.059276,0.003959, ,0.056561, ,0.008296,0.013575,0.030920, , , 
    Burst Frequency - Std (Hz),0.033251, ,0.019197, , , ,0.004799,0.015998,0.003200, , , ,0.058979,0.047576,0.002166, , , ,0.006912,0.011536,0.019242, , , 
    IBI Coefficient of Variation - Avg,0.435650,0.241350,0.632586, , , ,0.689777,1.064793,0.555951, , , ,0.627998,1.029326,0.282402, ,1.393432, ,1.097103,0.661021,0.908570, , , 
    IBI Coefficient of Variation - Std,0.489063,0.000000,0.000000, , , ,0.090974,0.000000,0.000000, , , ,0.213422,0.155762,0.000000, ,0.000000, ,0.031369,0.242275,0.604679, , , 
    Burst Percentage - Avg,2.191635,0.419162,3.606297, , , ,3.914089,0.820659,0.886215, , , ,6.635418,8.351929,0.987404,0.000000,5.795918, ,1.646617,1.960675,8.561015,0.000000,0.000000,0.000000
    Burst Percentage - Std,5.365473,1.623406,12.308130, , , ,10.131000,2.273109,2.724595, , , ,16.663464,13.633541,1.978744, ,8.196666, ,4.668487,4.019443,20.744473,0.000000,0.000000,0.000000
Network Burst Metrics
    Number of Network Bursts,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000
    Network Burst Frequency,0.004525, , , , , , , , , , , ,0.002262,0.031674, , , , , , ,0.009050, , , 
    Network Burst Duration - Avg (sec),1.673160, , , , , , , , , , , ,2.228800,2.291194, , , , , , ,1.711680, , , 
    Network Burst Duration - Std (sec),0.869515, , , , , , , , , , , , ,0.501454, , , , , , ,0.400595, , , 
    Number of Spikes per Network Burst - Avg,73.500000, , , , , , , , , , , ,72.000000,105.928571, , , , , , ,58.750000, , , 
    Number of Spikes per Network Burst - Std,27.577164, , , , , , , , , , , , ,27.280493, , , , , , ,10.436315, , , 
    Mean ISI within Network Burst - Avg (sec),0.022419, , , , , , , , , , , ,0.031392,0.022305, , , , , , ,0.029991, , , 
    Mean ISI within Network Burst - Std (sec),0.003466, , , , , , , , , , , , ,0.003364, , , , , , ,0.007721, , , 
    Median ISI within Network Burst - Avg (sec),0.017100, , , , , , , , , , , ,0.028400,0.016709, , , , , , ,0.025020, , , 
    Median ISI within Network Burst - Std (sec),0.002687, , , , , , , , , , , , ,0.003574, , , , , , ,0.009192, , , 
    Median/Mean ISI within Network Burst - Avg,0.762596, , , , , , , , , , , ,0.904702,0.743442, , , , , , ,0.819827, , , 
    Median/Mean ISI within Network Burst - Std,0.001965, , , , , , , , , , , , ,0.069794, , , , , , ,0.078332, , , 
    Number of Elecs Participating in Burst - Avg,10.000000, , , , , , , , , , , ,7.000000,10.142857, , , , , , ,8.750000, , , 
    Number of Elecs Participating in Burst - Std,1.414214, , , , , , , , , , , , ,1.350621, , , , , , ,0.500000, , , 
    Number of Spikes per Network Burst per Channel - Avg,7.227273, , , , , , , , , , , ,10.285714,10.462500, , , , , , ,6.736111, , , 
    Number of Spikes per Network Burst per Channel - Std,1.735626, , , , , , , , , , , , ,2.301770, , , , , , ,1.263100, , , 
    Network Burst Percentage,5.428360, , , , , , , , , , , ,2.829077,31.926803, , , , , , ,10.343310, , , 
    Network IBI Coefficient of Variation, , , , , , , , , , , , , ,0.279017, , , , , , ,0.562171, , , 
    Network Normalized Duration IQR, , , , , , , , , , , , , ,0.337882, , , , , , ,0.240912, , , 
Synchrony Metrics
    Area Under Normalized Cross-Correlation,0.006588,0.006510,0.007227,0.000000,0.000000,0.000000,0.005278,0.006768,0.006218,0.000000,0.000000,0.000000,0.000256,0.009554,0.007618,0.000000,0.000148,0.000000,0.005285,0.005998,0.005131,0.000000,0.000000,0.080691
    Area Under Cross-Correlation,0.008748,0.004261,0.003035,0.000000,0.000000,0.000000,0.002885,0.004431,0.003394,0.000000,0.000000,0.000000,0.005732,0.033239,0.005072,0.000000,0.000019,0.000000,0.004977,0.008786,0.007937,0.000000,0.000000,0.001471
    Full Width at Half Height of Normalized Cross-Correlation,78.000000,100.000000,62.000000, , , ,60.000000,24.000000,70.000000, , , ,64.000000,183.000000,53.000000, ,3.000000, ,74.000000,111.000000,50.000000, , ,1.000000
    Full Width at Half Height of Cross-Correlation,422.000000,242.000000,152.000000, , , ,118.000000,60.000000,177.000000, , , ,373.000000,970.000000,199.000000, ,3.000000, ,255.000000,443.000000,374.000000, , ,1.000000
    Synchrony Index, , , , , , , , , , , , , , , , , , , , , , , , 
    Kreuz SPIKE Distance, , , , , , , , , , , , , , , , , , , , , , , , 
Average Network Burst Metrics
    Start Electrode,31.000000, , , , , , , , , , , ,24.000000,22.000000, , , , , , ,12.000000, , , 
    Percent Bursts with Start Electrode,50.000000, , , , , , , , , , , ,100.000000,42.857143, , , , , , ,75.000000, , , 
    Burst Peak (Max Spikes per sec),1000.000000, , , , , , , , , , , ,1000.000000,357.142857, , , , , , ,500.000000, , , 
    Time to Burst Peak (ms),38.500000, , , , , , , , , , , ,98.500000,436.500000, , , , , , ,196.500000, , , 
Viability Metrics
    Resistance - Avg (kOhms),25.453517,25.829996,26.035848, , , ,24.695657,25.645779,27.640253, , , ,25.104874,30.605237,27.982830, , , ,25.031113,25.810436,25.617617, , , 
    Resistance - Std (kOhms),4.454667,4.518080,4.122535, , , ,4.050382,5.624817,5.376836, , , ,4.170339,5.562872,5.124010, , , ,3.136333,5.436574,2.654573, , , 
    Number of Covered Electrodes,15.000000,15.000000,15.000000, , , ,14.000000,14.000000,15.000000, , , ,15.000000,15.000000,15.000000, , , ,15.000000,15.000000,15.000000, , , 
    Weighted Mean Resistance (kOhms),25.453517,25.829996,26.035848, , , ,25.182806,26.264050,27.640253, , , ,25.104874,30.605237,27.982830, , , ,25.031113,25.810436,25.617617, , , 

Measurement,A1_11,A1_12,A1_13,A1_14,A1_21,A1_22,A1_23,A1_24,A1_31,A1_32,A1_33,A1_34,A1_41,A1_42,A1_43,A1_44,A2_11,A2_12,A2_13,A2_14,A2_21,A2_22,A2_23,A2_24,A2_31,A2_32,A2_33,A2_34,A2_41,A2_42,A2_43,A2_44,A3_11,A3_12,A3_13,A3_14,A3_21,A3_22,A3_23,A3_24,A3_31,A3_32,A3_33,A3_34,A3_41,A3_42,A3_43,A3_44,A4_11,A4_12,A4_13,A4_14,A4_21,A4_22,A4_23,A4_24,A4_31,A4_32,A4_33,A4_34,A4_41,A4_42,A4_43,A4_44,A5_11,A5_12,A5_13,A5_14,A5_21,A5_22,A5_23,A5_24,A5_31,A5_32,A5_33,A5_34,A5_41,A5_42,A5_43,A5_44,A6_11,A6_12,A6_13,A6_14,A6_21,A6_22,A6_23,A6_24,A6_31,A6_32,A6_33,A6_34,A6_41,A6_42,A6_43,A6_44,B1_11,B1_12,B1_13,B1_14,B1_21,B1_22,B1_23,B1_24,B1_31,B1_32,B1_33,B1_34,B1_41,B1_42,B1_43,B1_44,B2_11,B2_12,B2_13,B2_14,B2_21,B2_22,B2_23,B2_24,B2_31,B2_32,B2_33,B2_34,B2_41,B2_42,B2_43,B2_44,B3_11,B3_12,B3_13,B3_14,B3_21,B3_22,B3_23,B3_24,B3_31,B3_32,B3_33,B3_34,B3_41,B3_42,B3_43,B3_44,B4_11,B4_12,B4_13,B4_14,B4_21,B4_22,B4_23,B4_24,B4_31,B4_32,B4_33,B4_34,B4_41,B4_42,B4_43,B4_44,B5_11,B5_12,B5_13,B5_14,B5_21,B5_22,B5_23,B5_24,B5_31,B5_32,B5_33,B5_34,B5_41,B5_42,B5_43,B5_44,B6_11,B6_12,B6_13,B6_14,B6_21,B6_22,B6_23,B6_24,B6_31,B6_32,B6_33,B6_34,B6_41,B6_42,B6_43,B6_44,C1_11,C1_12,C1_13,C1_14,C1_21,C1_22,C1_23,C1_24,C1_31,C1_32,C1_33,C1_34,C1_41,C1_42,C1_43,C1_44,C2_11,C2_12,C2_13,C2_14,C2_21,C2_22,C2_23,C2_24,C2_31,C2_32,C2_33,C2_34,C2_41,C2_42,C2_43,C2_44,C3_11,C3_12,C3_13,C3_14,C3_21,C3_22,C3_23,C3_24,C3_31,C3_32,C3_33,C3_34,C3_41,C3_42,C3_43,C3_44,C4_11,C4_12,C4_13,C4_14,C4_21,C4_22,C4_23,C4_24,C4_31,C4_32,C4_33,C4_34,C4_41,C4_42,C4_43,C4_44,C5_11,C5_12,C5_13,C5_14,C5_21,C5_22,C5_23,C5_24,C5_31,C5_32,C5_33,C5_34,C5_41,C5_42,C5_43,C5_44,C6_11,C6_12,C6_13,C6_14,C6_21,C6_22,C6_23,C6_24,C6_31,C6_32,C6_33,C6_34,C6_41,C6_42,C6_43,C6_44,D1_11,D1_12,D1_13,D1_14,D1_21,D1_22,D1_23,D1_24,D1_31,D1_32,D1_33,D1_34,D1_41,D1_42,D1_43,D1_44,D2_11,D2_12,D2_13,D2_14,D2_21,D2_22,D2_23,D2_24,D2_31,D2_32,D2_33,D2_34,D2_41,D2_42,D2_43,D2_44,D3_11,D3_12,D3_13,D3_14,D3_21,D3_22,D3_23,D3_24,D3_31,D3_32,D3_33,D3_34,D3_41,D3_42,D3_43,D3_44,D4_11,D4_12,D4_13,D4_14,D4_21,D4_22,D4_23,D4_24,D4_31,D4_32,D4_33,D4_34,D4_41,D4_42,D4_43,D4_44,D5_11,D5_12,D5_13,D5_14,D5_21,D5_22,D5_23,D5_24,D5_31,D5_32,D5_33,D5_34,D5_41,D5_42,D5_43,D5_44,D6_11,D6_12,D6_13,D6_14,D6_21,D6_22,D6_23,D6_24,D6_31,D6_32,D6_33,D6_34,D6_41,D6_42,D6_43,D6_44,
Activity Metrics
    Number of Spikes,7.000000,92.000000,49.000000,186.000000,4.000000,13.000000,1.000000,23.000000,374.000000,211.000000,28.000000,130.000000,0.000000,1272.000000,233.000000,85.000000,150.000000,259.000000,3.000000,76.000000,42.000000,180.000000,287.000000,6.000000,143.000000,164.000000,205.000000,3.000000,0.000000,1.000000,334.000000,127.000000,30.000000,4.000000,1.000000,0.000000,211.000000,277.000000,176.000000,31.000000,123.000000,73.000000,124.000000,164.000000,0.000000,0.000000,139.000000,21.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.000000,41.000000,3.000000,28.000000,256.000000,0.000000,1.000000,471.000000,32.000000,28.000000,5.000000,184.000000,0.000000,35.000000,386.000000,0.000000,703.000000,211.000000,185.000000,0.000000,157.000000,5.000000,2.000000,194.000000,257.000000,6.000000,0.000000,18.000000,0.000000,11.000000,236.000000,28.000000,1.000000,138.000000,17.000000,116.000000,407.000000,202.000000,348.000000,52.000000,264.000000,1.000000,2.000000,29.000000,0.000000,28.000000,32.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,757.000000,192.000000,41.000000,2.000000,49.000000,1.000000,166.000000,1.000000,14.000000,210.000000,1035.000000,0.000000,10.000000,63.000000,0.000000,21.000000,1020.000000,4.000000,0.000000,39.000000,898.000000,52.000000,284.000000,122.000000,181.000000,1007.000000,276.000000,0.000000,119.000000,622.000000,0.000000,1.000000,3.000000,35.000000,110.000000,24.000000,370.000000,74.000000,169.000000,107.000000,184.000000,162.000000,14.000000,0.000000,217.000000,258.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,327.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1225.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,220.000000,68.000000,81.000000,95.000000,74.000000,34.000000,314.000000,445.000000,2.000000,59.000000,18.000000,0.000000,0.000000,451.000000,73.000000,5.000000,3.000000,276.000000,745.000000,17.000000,54.000000,182.000000,1.000000,93.000000,289.000000,662.000000,225.000000,62.000000,0.000000,0.000000,1.000000,257.000000,103.000000,486.000000,107.000000,221.000000,5.000000,302.000000,142.000000,45.000000,284.000000,27.000000,38.000000,434.000000,0.000000,75.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,4.000000,0.000000,0.000000,70.000000,0.000000,0.000000,0.000000,23.000000,0.000000,0.000000,0.000000
    Mean Firing Rate (Hz),0.015837,0.208145,0.110860,0.420814,0.009050,0.029412,0.002262,0.052036,0.846154,0.477376,0.063348,0.294118,0.000000,2.877828,0.527149,0.192308,0.339367,0.585973,0.006787,0.171946,0.095023,0.407240,0.649321,0.013575,0.323529,0.371041,0.463801,0.006787,0.000000,0.002262,0.755656,0.287330,0.067873,0.009050,0.002262,0.000000,0.477376,0.626697,0.398190,0.070136,0.278281,0.165158,0.280543,0.371041,0.000000,0.000000,0.314480,0.047511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.083710,0.092760,0.006787,0.063348,0.579186,0.000000,0.002262,1.065611,0.072398,0.063348,0.011312,0.416290,0.000000,0.079186,0.873303,0.000000,1.590498,0.477376,0.418552,0.000000,0.355204,0.011312,0.004525,0.438914,0.581448,0.013575,0.000000,0.040724,0.000000,0.024887,0.533937,0.063348,0.002262,0.312217,0.038462,0.262443,0.920814,0.457014,0.787330,0.117647,0.597285,0.002262,0.004525,0.065611,0.000000,0.063348,0.072398,0.045249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009050,1.712670,0.434389,0.092760,0.004525,0.110860,0.002262,0.375566,0.002262,0.031674,0.475113,2.341629,0.000000,0.022624,0.142534,0.000000,0.047511,2.307692,0.009050,0.000000,0.088235,2.031674,0.117647,0.642534,0.276018,0.409502,2.278281,0.624434,0.000000,0.269231,1.407240,0.000000,0.002262,0.006787,0.079186,0.248869,0.054299,0.837104,0.167421,0.382353,0.242081,0.416290,0.366516,0.031674,0.000000,0.490950,0.583710,0.029412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002262,0.000000,0.000000,2.771493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.497738,0.153846,0.183258,0.214932,0.167421,0.076923,0.710407,1.006787,0.004525,0.133484,0.040724,0.000000,0.000000,1.020362,0.165158,0.011312,0.006787,0.624434,1.685520,0.038462,0.122172,0.411765,0.002262,0.210407,0.653846,1.497738,0.509050,0.140271,0.000000,0.000000,0.002262,0.581448,0.233032,1.099548,0.242081,0.500000,0.011312,0.683258,0.321267,0.101810,0.642534,0.061086,0.085973,0.981900,0.000000,0.169683,0.006787,0.000000,0.000000,0.000000,0.000000,0.000000,0.002262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002262,0.000000,0.000000,0.000000,0.000000,0.000000,0.006787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058824,0.009050,0.000000,0.000000,0.158371,0.000000,0.000000,0.000000,0.052036,0.000000,0.000000,0.000000
    ISI Coefficient of Variation, ,1.092272,1.100699,3.835986, , , , ,1.513431,2.171713, ,2.042995, ,1.992839,2.122463,1.574543,1.143716,1.059914, ,1.564367,1.162642,1.557143,1.388168, ,1.490058,1.155421,2.375933, , , ,1.263951,1.366931, , , , ,2.163303,1.311850,1.366597, ,1.223831,1.086204,1.433349,2.542064, , ,2.108059, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.273906,1.307328, , ,1.973578, , ,1.312090, , , ,2.616360, , ,1.105682, ,1.690993,1.883940,2.160112, ,1.171012, , ,1.539895,0.824131, , , , , ,1.135774, , ,1.462680, ,0.834651,1.127459,1.251183,2.003977,1.166039,1.161962, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.520704,1.656512,1.086572, ,1.346341, ,1.532508, , ,2.204317,3.085442, , ,1.054267, , ,1.852303, , ,0.897058,2.398943,1.143033,2.241432,1.413463,1.593557,2.074684,1.262251, ,1.960913,2.346501, , , , ,1.246933, ,1.365727,1.712301,1.597946,1.570730,1.714231,1.231388, , ,1.771071,1.739909, , , , , , , , , , , , , ,0.976379, , , , , , , , , , , , , , , ,1.381392, , , , , , , , , , , , , , , , , , , ,2.680176,1.371393,1.036065,1.089889,1.141648, ,2.122762,1.181966, ,1.414640, , , ,2.284947,1.126953, , ,1.658973,1.876168, ,0.887766,1.410856, ,1.236206,1.349259,1.332855,1.043345,1.054040, , , ,0.841014,1.042978,2.962021,1.863140,1.167147, ,1.492047,1.702008,0.989592,2.297862, ,1.140333,4.440763, ,1.857590, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.483097, , , , , , , 
Electrode Burst Metrics
